Milliseconds,Weight (grams)
19433,-1.907591
19444,-1.871256
19456,-2.198271
19467,-1.834921
19479,-2.225523
19537,-1.625994
19547,-1.862172
19559,-2.416282
19570,-1.780418
19582,-2.298193
19593,-2.216439
19605,-1.371649
19616,-2.189188
19627,-2.298193
19639,-2.525287
19698,-2.888638
19707,-3.006727
19719,-2.94314
19730,-2.915889
19742,-2.407198
19753,-1.88034
19764,-1.789502
19776,-1.516989
19787,-1.489738
19799,-1.88034
19860,-2.4617
19867,-1.734999
19879,-2.270941
19890,-2.370863
19902,-2.043847
19913,-1.88034
19925,-1.762251
19936,-1.644162
19947,-2.661543
19959,-2.4617
20020,-1.943926
20027,-1.189973
20039,-1.725915
20050,-2.479868
20062,-3.397328
20073,-2.561622
20085,-2.879554
20096,-2.879554
20107,-2.280025
20119,-1.607826
20181,-0.8084551
20187,-2.289109
20199,-2.770549
20210,-2.334528
20222,-1.825837
20233,-1.943926
20245,-2.834135
20256,-1.825837
20267,-2.434449
20279,-1.844004
20342,-1.762251
20347,-2.225523
20359,-2.24369
20370,-1.816753
20382,-2.289109
20393,-3.179318
20405,-2.416282
20416,-2.470784
20427,-2.970391
20439,-2.443533
20610,-2.498035
20622,-2.152853
20633,-1.480654
20645,-2.234606
20656,-2.407198
20668,-2.125601
20679,-1.925758
20690,-1.371649
20702,-1.344397
20713,-1.444319
20776,-1.916675
20782,-2.02568
20793,-2.034764
20805,-1.516989
20816,-1.653245
20827,-2.516203
20839,-3.033978
20858,-3.133899
20862,-2.261858
20873,-2.134685
20936,-2.280025
20942,-1.580575
20953,-2.089266
20965,-2.289109
20976,-2.09835
20988,-1.862172
20999,-1.68958
21010,-1.798586
21022,-2.280025
21033,-2.634292
21096,-1.680497
21102,-1.889423
21113,-2.534371
21125,-1.962093
21136,-1.980261
21148,-2.579789
21159,-2.625208
21170,-1.916675
21182,-2.234606
21193,-2.24369
21254,-2.697878
21262,-1.871256
21273,-2.634292
21285,-2.452617
21296,-1.744083
21308,-2.398114
21319,-2.234606
21330,-2.706962
21342,-2.661543
21353,-1.862172
21417,-2.261858
21422,-2.234606
21433,-1.871256
21445,-2.843219
21456,-1.88034
21468,-2.17102
21479,-2.352695
21490,-2.180104
21502,-2.289109
21513,-2.161936
21578,-2.779632
21582,-2.425365
21593,-1.862172
21605,-2.679711
21616,-2.407198
21628,-2.062015
21639,-1.871256
21651,-1.68958
21662,-2.988559
21673,-3.451831
21777,-1.598743
21788,-1.635078
21799,-2.38903
21811,-2.425365
21822,-2.915889
21833,-2.852302
21845,-2.407198
21856,-2.225523
21868,-3.188402
21879,-2.879554
21926,-3.460915
21936,-3.279239
21948,-2.697878
21959,-2.207355
21971,-2.697878
21982,-2.788716
21993,-1.971177
22005,-1.834921
22016,-2.679711
22028,-2.425365
22078,-2.470784
22085,-1.907591
22096,-1.871256
22108,-2.270941
22119,-2.643376
22131,-1.3989
22142,-1.135471
22158,-1.807669
22165,-2.479868
22176,-3.206569
22221,-2.761465
22233,-2.779632
22245,-3.924187
22256,-2.770549
22268,-2.180104
22279,-2.697878
22291,-3.061229
22302,-2.970391
22313,-1.871256
22325,-2.7978
22371,-1.789502
22382,-1.943926
22393,-2.17102
22405,-2.370863
22416,-1.54424
22428,-1.135471
22439,-1.934842
22451,-2.143769
22462,-2.688795
22473,-2.616124
22523,-3.351909
22531,-3.606255
22542,-2.806884
22553,-0.9992143
22565,-1.716832
22576,-2.961308
22588,-2.815967
22599,-2.080182
22611,-2.180104
22622,-3.333742
22785,-3.270156
22794,-2.65246
22805,-1.644162
22816,-1.47157
22828,-2.234606
22839,-1.925758
22851,-1.698664
22862,-1.88034
22874,-3.279239
22885,-2.634292
22940,-3.124815
22942,-3.061229
22954,-2.65246
22965,-2.334528
22976,-1.95301
22988,-2.234606
22999,-2.370863
23011,-2.252774
23022,-1.671413
23034,-1.762251
23083,-2.470784
23091,-2.879554
23102,-3.251988
23114,-3.070313
23125,-1.444319
23136,-2.207355
23148,-3.397328
23159,-2.815967
23171,-1.507905
23182,-1.489738
23234,-0.8084551
23239,-2.588873
23251,-2.979475
23262,-2.116517
23274,-1.780418
23285,-2.143769
23296,-2.452617
23308,-1.644162
23319,-2.152853
23331,-2.788716
23384,-2.352695
23388,-1.789502
23399,-1.653245
23411,-0.9992143
23422,-1.753167
23434,-2.716046
23453,-2.207355
23457,-1.934842
23468,-1.971177
23479,-1.535156
23532,-2.924973
23536,-2.770549
23548,-2.706962
23559,-2.161936
23571,-2.234606
23582,-1.95301
23594,-1.417067
23605,-1.61691
23617,-1.535156
23628,-1.825837
23684,-2.852302
23697,-2.280025
23708,-1.426151
23719,-1.54424
23731,-3.079396
23742,-4.033192
23754,-2.161936
23765,-1.335314
23777,-2.252774
23788,-1.762251
23843,-2.280025
23845,-2.834135
23857,-2.834135
23868,-2.834135
23879,-2.298193
23891,-2.579789
23902,-2.743297
23914,-3.279239
23925,-2.325444
23937,-1.516989
23994,-1.262643
24005,-1.753167
24017,-2.089266
24028,-1.789502
24039,-2.24369
24051,-3.152067
24066,-2.334528
24074,-1.671413
24085,-1.526073
24097,-1.889423
24155,-2.370863
24165,-2.815967
24177,-2.052931
24188,-1.498821
24199,-2.270941
24211,-2.625208
24222,-2.743297
24234,-2.788716
24245,-3.024894
24257,-1.834921
24320,-3.033978
24325,-2.543454
24337,-1.844004
24348,-0.8447903
24360,-1.344397
24371,-1.834921
24382,-1.662329
24394,-2.307276
24405,-1.816753
24417,-1.943926
24476,-2.189188
24485,-2.252774
24497,-2.062015
24508,-2.770549
24520,-3.01581
24531,-2.570706
24542,-1.480654
24554,-1.526073
24565,-1.235392
24577,-1.344397
24637,-4.214867
24645,-3.279239
24657,-3.206569
24668,-2.407198
24680,-2.116517
24691,-2.334528
24702,-2.289109
24714,-2.034764
24725,-2.152853
24737,-2.72513
24913,-3.42458
24920,-2.270941
24931,-1.834921
24942,-2.134685
24954,-1.862172
24965,-2.334528
24977,-2.307276
24988,-2.307276
25000,-2.597957
25011,-2.634292
25077,-1.262643
25080,-1.816753
25091,-2.861386
25103,-2.343611
25114,-1.61691
25125,-1.798586
25137,-0.8447903
25148,-2.334528
25160,-2.398114
